nameGiven,starting_age,ending_age,career_length
Stanley Gerard,23,30,7
Jose Luis,23,30,7
Mitchell Otis,26,33,7
Phillips Steere,21,28,7
Eugene Milo,125,132,7
Stanley,21,28,7
Charles Andrew,20,27,7
Michael Irvin,26,33,7
Robert Alexander,25,32,7
Timoniel,25,32,7
George Wilson,124,131,7
Hunter Andrew,24,31,7
Juan Pablo,28,35,7
Troy Jamieson,22,29,7
Felipe Adolfo,24,31,7
Ronny Leonel,24,31,7
Frank Enrico,22,29,7
Case Lyman,127,134,7
Valentino Martin,26,33,7
Steven Wayne,24,31,7
Homer Hefner,125,132,7
Matthew Todd,25,32,7
George C.,24,31,7
Randy Andre,26,33,7
Walter Louis,128,135,7
Edward Lee,20,27,7
John Evans,26,33,7
Rene,122,129,7
Herbert,27,34,7
Ronald Ralph,18,25,7
Keith Alexander,22,29,7
Michael Francis,128,135,7
Zachary Charles,24,31,7
Richard Angelo,24,31,7
Franklin Miguel,21,28,7
William Nelson,25,32,7
Lewis Howard,120,127,7
John Herbert,124,131,7
David Michael,21,28,7
Nyjer Jamid,27,34,7
Raymond Caryll,122,129,7
Peter Michael,28,35,7
James Raleigh,26,33,7
Carl Wendle,25,32,7
Brandon John,23,30,7
Brandon Douglas,24,31,7
Walter Joseph,28,35,7
Curtell Howard,27,34,7
Gregory Winston,27,34,7
George Earl,126,133,7
Norman Alexis,127,134,7
Joey Richard,21,28,7
William Thomas,23,30,7
Dallas Lyle,24,31,7
Mortimer Martin,30,37,7
Edward Allen,24,31,7
Stephen Mathias,120,127,7
Clifford George,125,132,7
Luis Antonio,21,28,7
Alexander George,121,128,7
Allen A.,21,28,7
Lloyd Glenn,28,35,7
Lance Graye,21,28,7
George Neely,132,139,7
William Henry,126,133,7
David Lawrence,25,32,7
Charles Richard,24,31,7
Terence Roy,24,31,7
Edward Haughton,123,130,7
Gary Paul,26,33,7
Larry Christopher,24,31,7
Carl Leonard,122,129,7
James Lawrence,23,30,7
Edward Francis,24,31,7
Don Wilson,26,33,7
Scott Louis,26,33,7
Winston Enriquillo,25,32,7
Terrence Deon,23,30,7
Matthew Hanks,25,32,7
Mark Owen,24,31,7
Leron,21,28,7
Clifford Walker,123,130,7
James Kenneth,23,30,7
David Lawrence,23,30,7
Eduardo Antonio,22,29,7
Charlie,124,131,7
Gorham Vance,128,135,7
Dennis Dale,22,29,7
Derek Jansen,23,30,7
Matthew Raymond,27,34,7
Timothy LeRoy,23,30,7
Joseph Anthony,24,31,7
Justin Adam,24,31,7
Jacob Erskine,122,129,7
Cameron Keith,20,27,7
Joseph Emerson,24,31,7
Timothy Jay,25,32,7
Daisuke,27,34,7
Donald Stetson,22,29,7
Stuart McGuire,124,131,7
Carlos Alberto Escobar,23,30,7
Armando,124,131,7
Barry Paul,26,33,7
Jerry,22,29,7
Ravelo,25,32,7
William Alphonse,123,130,7
Angel Luis,22,29,7
Kenneth Edward,24,31,7
James F.,24,31,7
Robert William,25,32,7
James Leroy,25,32,7
Joseph,26,33,7
Ryan Stewart,26,33,7
Jerry Wayne,27,34,7
George Edward,26,33,7
Jeffrey Jon,30,37,7
So,33,40,7
Frederick Lealand,22,29,7
Vitautris Casimirus,123,130,7
Charles Gilbert,27,34,7
William Howell,33,40,7
Alejandro Antonio,21,28,7
Charles William,27,34,7
Chilton Scott,19,26,7
Kevin Douglas,23,30,7
William Hambly,23,30,7
George Robert,127,134,7
Jeffrey Glen,23,30,7
Daniel James,24,31,7
John Paul,122,129,7
George Franklin,126,133,7
Kenneth Raymond,23,30,7
William Paul,22,29,7
Kurt Kiyoshi,24,31,7
Larry James,27,34,7
Charles James,24,31,7
William John,121,128,7
Brian Edward,29,36,7
Thomas Jacob,125,132,7
William Ashley,21,28,7
Lewis Oscar,124,131,7
Kevin Michael,23,30,7
Cyril Charles,125,132,7
Michael J.,18,25,7
Joseph Michael,23,30,7
John Dwight,26,33,7
Edgar Eugene,21,28,7
George Allen,124,131,7
Billy Mike,27,34,7
John Francis,20,27,7
Garry Seth,25,32,7
LeRoy Purdy,23,30,7
Sydney A.,125,132,7
Joakim Agustin,23,30,7
Jerry Joseph,20,27,7
Ian Kenneth,22,29,7
Chester Earl,24,31,7
Garrett Charles,24,31,7
Charles Augustus,123,130,7
Jerry Carl,26,33,7
Harold Stewart,126,133,7
Alfred Ray,126,133,7
Dennis LeRoy,30,37,7
Henry Eli,22,29,7
Marvin Gustave,22,29,7
William Charles,21,28,7
Albert Goodwill,21,28,7
Herbert Jude,22,29,7
Rodney Darrell,22,29,7
James Dennison,120,127,7
William Frank,26,33,7
Ronald Richard,24,31,7
Arthur William,25,32,7
Kenneth Marvin,26,33,7
Alfred William,25,32,7
John Bluford,126,133,7
George Henry,126,133,7
Calvin Drew,22,29,7
Nathan John,23,30,7
Frederick John,25,32,7
Willard Raymond,24,31,7
Robert Benjamin,25,32,7
Raymond Henry,119,126,7
Arthur Louis,24,31,7
Benjamin Cowan,121,128,7
Garland Jessie,22,29,7
David Joseph,25,32,7
Edward Tilden,126,133,7
Richard Charles,19,26,7
Wayne Kirby,22,29,7
John Robert,121,128,7
Steven Wayne,26,33,7
Harry C.,25,32,7
Jimmie Ronald,25,32,7
Rafael Francisco,25,32,7
Jose Rafael,23,30,7
Manuel Eduardo,20,27,7
Scott William,28,35,7
Kenneth Frederick,24,31,7
Brendan Wood,25,32,7
Mark Bruce,23,30,7
Jarrod Scott,22,29,7
Jonathan Omar,24,31,7
Raymond Floyd,126,133,7
Angel Luis,23,30,7
Duaner,23,30,7
Robert Edward,24,31,7
Walter Henry,125,132,7
Ronald Jon,25,32,7
Ryan Benjamin,24,31,7
Robert Frank,122,129,7
Elam Jose,27,34,7
Francis Charles,125,132,7
Marius Ugo,125,132,7
Paul William,23,30,7
Giraldo,26,33,7
Justin Marshall,25,32,7
William Arthur,124,131,7
David Michael,24,31,7
Frederick Donald,26,33,7
Marvell,24,31,7
George Edward,120,127,7
Melvin James,26,33,7
Michael James,26,33,7
Michael Darren,22,29,7
Gerald Anthony,23,30,7
Elmer Ellsworth,121,128,7
Stephen Douglas,121,128,7
Earl Hershey,123,130,7
John Henry,120,127,7
Alva Mitchell,129,136,7
Woodrow Wilson,126,133,7
James Arthur,22,29,7
George Lovington,123,130,7
Joseph,26,33,7
Vance Allen,26,33,7
Earl Craig,22,29,7
Evon Daniel,125,132,7
Charles Prosek,24,31,7
Carlton Francis,27,34,7
Randall Duane,29,36,7
Reginald Bernard,26,33,7
Mark Alan,28,35,7
Claude Preston,120,127,7
Robert George,21,28,7
Kevin Dean,24,31,7
Stephen Bradley,24,31,7
Gerald Robert,27,34,7
Benedict Joseph,123,130,7
Matthew Kyle,25,32,7
Allen Kenneth,23,30,7
Brad Eugene,23,30,7
Todd Allen,25,32,7
Walter Richard,25,32,7
John Henderson,126,133,7
Albert Eugene,124,131,7
Donald Paul,22,29,7
Jerry Allen,18,25,7
Paul Alan,25,32,7
William Edward,22,29,7
Joseph Daniel,24,31,7
Jacob Phillip,123,130,7
Donnell Lee,28,35,7
Elliott Tyrone,23,30,7
John Francis,25,32,7
John Milton,124,131,7
Wallace Walter,123,130,7
Merkin R.,23,30,7
Justin Irvin,20,27,7
Theodore Otto,26,33,7
Byron Lee,22,29,7
Christopher Wan,24,31,7
Michael Robert,26,33,7
Harry Porter,124,131,7
Claudio,25,32,7
Maurice Rene,125,132,7
Gary Andrew,27,34,7
Vernon Scot,23,30,7
Mark Anthony,27,34,7
David Vance,25,32,7
Philip Julius,123,130,7
William Felix,129,136,7
Herman Coaker,127,134,7
Walter Joseph,126,133,7
Richard Joseph,27,34,7
George,122,129,7
Frank Joseph,25,32,7
Richard Stanley,20,27,7
Ernest Gilbert,24,31,7
Peter Sven,21,28,7
Yhency Jose,24,31,7
Thomas Austin,23,30,7
George Frederick,120,127,7
Dan Lee,23,30,7
Harry James,29,36,7
Jacob Donnell,27,34,7
William Ronald,23,30,7
Paul Dwayne,20,27,7
Jackie Gene,27,34,7
Byron Ellis,23,30,7
Billy Ray,21,28,7
Samuel Dewey,123,130,7
Harry Gladwin,25,32,7
Forrest Leroy,126,133,7
Asdrubal Jose,22,29,7
Ellis Narrington,22,29,7
Levi Jared,26,33,7
Wilburn Rue,122,129,7
Homer Giles,25,32,7
Thomas William,26,33,7
Hercules H.,23,30,7
Leo Patrick,24,31,7
Timothy Philip,26,33,7
Robert Britt,19,26,7
Edward D.,24,31,7
Clay Daniel,23,30,7
Richard D.,30,37,7
William Jennings,24,31,7
Gerald Peter,19,26,7
Eric Gerald,25,32,7
Philip Poole,24,31,7
James Ward,124,131,7
David Leonard,122,129,7
Darrell G.,26,33,7
Chester Milton,121,128,7
Ryan Joseph,24,31,7
John Morgan,24,31,7
George Bernard,19,26,7
Rafael Antonio,26,33,7
David Wilson,19,26,7
Thomas Edward,25,32,7
Walter Franklin,23,30,7
Emilio Jose,22,29,7
Gregory Scott,23,30,7
Hiram Colon,24,31,7
James John,122,129,7
Marvin Edward,21,28,7
Robert Garnett,122,129,7
Curtis Leroy,22,29,7
Jerry Richard,24,31,7
Richard George,25,32,7
Chad Ryan,22,29,7
Richard Arlin,26,33,7
Harry Pree,125,132,7
Michael Dennis,26,33,7
Warner Samuel,23,30,7
Matthew Jason,22,29,7
George Edward,25,32,7
Ivy Paul,124,131,7
Darrell Shane,24,31,7
Michael Jay,23,30,7
Robert Joseph,23,30,7
Brandon Allen,24,31,7
John Charles,121,128,7
Earl Douglas,25,32,7
David Dewitt,21,28,7
Jacob Henry,123,130,7
Garrett Bernard,24,31,7
Harold Andrew,26,33,7
Garrabrant Ryerson,25,32,7
Ruben,26,33,7
James Irvin,122,129,7
John Dewey,124,131,7
Glenn Charles,28,35,7
Albert Julius,23,30,7
Etanislao Toni,23,30,7
Jeremiah Lee,24,31,7
Thomas Joseph,24,31,7
Freddy Ray,26,33,7
David Beals,122,129,7
Richard Godhard,21,28,7
Harry Elbert,123,130,7
Richard Edward,24,31,7
Robert Allen,23,30,7
Rigoberto,28,35,7
Alfred Lee,21,28,7
Sean Frederick,23,30,7
Louis William,122,129,7
Francisco Javier,21,28,7
Raymond Herrell,24,31,7
Charles A.,26,33,7
Daric William,22,29,7
Arthur Eugene,124,131,7
Norman Leslie,21,28,7
David George,28,35,7
Rocco Dan,22,29,7
Jeffrey Scott,24,31,7
Brian Glen,26,33,7
Edward Charles,31,38,7
Frederick Herbert,20,27,7
Lance David,25,32,7
Robert Louis,123,130,7
Charles Lee Glenn,23,30,7
Camilo,22,29,7
Donald George,21,28,7
Jacinto,119,126,7
James Alexander,22,29,7
David Wilson,25,32,7
Matthew Dicus,22,29,7
Jorge Luis,22,29,7
Arthur Vincent,120,127,7
Joseph O'Neal,24,31,7
Edwin Douglas,29,36,7
Kendall Fay,123,130,7
Virgil Earl,119,126,7
Richard Francis,22,29,7
Buford Billy,22,29,7
Shawn Anthony,24,31,7
Justin Louis,22,29,7
Edward James,28,35,7
Robert H.,23,30,7
Bailey Earl,120,127,7
Jerald Dwayne,25,32,7
Stanley Marten,23,30,7
Patrick Brian,23,30,7
William Melville,120,127,7
Alan Edward,23,30,7
Elmer Ellsworth,22,29,7
Luciean Louis,23,30,7
Tyler Lee,22,29,7
John Francis,20,27,7
Justin Todd,25,32,7
Anna Sebastian,122,129,7
Keith Martin,29,36,7
Louis Keith,24,31,7
John Edgar,122,129,7
Gerald Allen,22,29,7
Rodney Paul,21,28,7
Joseph Casey,25,32,7
Frederick Nicholas,125,132,7
Lance Robert,24,31,7
Manuel,24,31,7
David Cardenas,26,33,7
Michael Horace,23,30,7
Paul,21,28,7
Lawrence J.,21,28,7
Chad Patrick,21,28,7
Scott Kendrick,23,30,7
Douglas Mitchell,28,35,7
Sandalio Simeon,30,37,7
Jimmy Lee,23,30,7
James Matthew,29,36,7
Jack Clements,123,130,7
Onix Cardona,23,30,7
Clayton Lee,27,34,7
Ronald Everette,21,28,7
Russell Stuart,25,32,7
James J.,23,30,7
Kane Thomas,25,32,7
Brian Michael,26,33,7
Victor Anthony,28,35,7
Albert Wentworth,128,135,7
Otto Charles,125,132,7
Henry Clyde,125,132,7
George A.,26,33,7
Alfred Lovell,121,128,7
Thomas H.,24,31,7
Alejandro Alberto,23,30,7
William Joseph,23,30,7
Michael John,122,129,7
Edgar Leander,31,38,7
John William,22,29,7
Mark Anthony,26,33,7
Thomas Francis,124,131,7
Robert Edward,23,30,7
William Franklin,126,133,7
Charles Robert,26,33,7
Clyde Ellsworth,126,133,7
Michael Lee,24,31,7
Thomas Francis Aloysius,121,128,7
Michael Lawrence,23,30,7
William,22,29,7
Arnold Carl,27,34,7
Vallie Ennis,124,131,7
Rawlins Jackson,24,31,7
Steven John,21,28,7
Robert Dennis,26,33,7
David Francis,26,33,7
Raymond Bernard,122,129,7
Kelly Robert,26,33,7
Oscar Joseph,126,133,7
Brandon J.,25,32,7
Robert Keith,24,31,7
Lewis Pessano,20,27,7
Alexis,24,31,7
Richard Allen,25,32,7
Stephen Bradley,24,31,7
William Patrick,126,133,7
Paul Adrian,22,29,7
James Brooklyn,123,130,7
Orestes,25,32,7
Ross Emery,21,28,7
Gerard Peter,25,32,7
Richard Atley,128,135,7
Calvin Leavelle,127,134,7
Augustus,126,133,7
Michael David,19,26,7
John J.,19,26,7
Chase Jordan,23,30,7
George Earl,22,29,7
Clayton Allen,26,33,7
Floyd Bluford,24,31,7
Enzo Octavio,22,29,7
Jeremy Ryan,21,28,7
Angel Remigio,20,27,7
Michael Steven,25,32,7
Dorrel Norman Elvert,25,32,7
Oris Leon,129,136,7
Clell Lavern,24,31,7
Harry Keller,121,128,7
Glen Frederick,21,28,7
Darius Dutton,28,35,7
Charles Joseph,27,34,7
Mark Harold,24,31,7
James Wesley,21,28,7
Frank Joseph,123,130,7
Raymond Leo,27,34,7
Charles Leo,24,31,7
Michael Elmo,28,35,7
Michael James,25,32,7
Robert Patrick,25,32,7
Larry Edward,21,28,7
George Edward,123,130,7
Warren Washington,20,27,7
Thomas Griffith,127,134,7
Larry Steven,24,31,7
Manuel Emilio,24,31,7
Richard Frederick,21,28,7
Brian David,26,33,7
Dewey LaMarr,24,31,7
Richard Dalton,25,32,7
David Alan,25,32,7
Paul Wesley,22,29,7
Thomas Ross,24,31,7
Tyler Sam,25,32,7
Warren Llewellyn,124,131,7
Robert Leon,22,29,7
Philip Gregory,24,31,7
Thomas Owen,122,129,7
Philip Joseph,21,28,7
Michael Kale,26,33,7
Mark Patrick,28,35,7
John William,25,32,7
Barry Louis,23,30,7
Robert Mitchell,25,32,7
Charles Claude,125,132,7
James Condia,22,29,7
Garrett Thomas,26,33,7
James Murrell,121,128,7
Lynn Morris,26,33,7
Robert Emmett,124,131,7
Thomas William Oscar,133,140,7
Raymond Willis,123,130,7
Duane Charles,23,30,7
Edward James,25,32,7
Jair Francoise,21,28,7
Rudolph,126,133,7
Benjamin Joyce,127,134,7
John Frederick,25,32,7
Edwin Henry,127,134,7
Walter Lyons,122,129,7
Clyde Elias,123,130,7
Eugene Humphrey,20,27,7
Michael John,22,29,7
Harold,23,30,7
Ian Patrick,23,30,7
Raymond Herbert,119,126,7
Raymond Frederick,25,32,7
Randy Dean,24,31,7
Richard Anthony,24,31,7
Robert Edward,24,31,7
Donald Thomas,27,34,7
Kyle Rodney,23,30,7
John Peter,127,134,7
Steven Jack,23,30,7
Robert Wayne,21,28,7
Clayton Laws,21,28,7
Wayne Leonard,27,34,7
Kevin Richard,20,27,7
Alan Lee,24,31,7
Philip Louis,23,30,7
Brandon Michael,26,33,7
Gene Ellis,22,29,7
Kenneth Peter,24,31,7
Franklin James,23,30,7
Wayne Richard,25,32,7
Joseph,28,35,7
Frank Jerry,25,32,7
Peter Linwood,23,30,7
Robert Joseph,24,31,7
Rafael Silvaldo,24,31,7
Grover Cleveland,124,131,7
Thomas William,29,36,7
Raymond Simond,122,129,7
William Harry,22,29,7
John Edward,23,30,7
Charles Wells,26,33,7
Angelo John,124,131,7
William G.,24,31,7
Alban,125,132,7
Carlos Argelis,22,29,7
Jose Luis,126,133,7
Jose Rafael,21,28,7
Jose Fernando,22,29,7
Luis,23,30,7
Jesse Lemar,24,31,7
Thomas Edward,125,132,7
Lester Stanley,21,28,7
Joseph Diego,26,33,7
Charles Mader,121,128,7
Paul Robert,22,29,7
Peter Patrick,29,36,7
Hector C.,24,31,7
Lee Theo,127,134,7
Seth Adam,23,30,7
Douglas Lee,23,30,7
Adam Daniel,24,31,7
George Dallas,26,33,7
John Patrick,124,131,7
John Joseph Perry,125,132,7
John Albert,24,31,7
Thomas Aloysius,27,34,7
Alex Jonathan,23,30,7
Danny Kay,22,29,7
James Edward,22,29,7
Wiklenman Vicente,25,32,7
Zerah Zequiel,123,130,7
Jack Edwin,24,31,7
Shane David,28,35,7
James H.,22,29,7
Jimmie Randolph,25,32,7
Walter Charles,124,131,7
Joshua Holt,26,33,7
Mario Miguel,24,31,7
Louis Joseph,121,128,7
Juan Carlos,24,31,7
Chad Ashley,23,30,7
Thomas Matthew,22,29,7
Joseph John,123,130,7
John Francis,121,128,7
Preston Lee,21,28,7
Ryan Michael,27,34,7
Fred Girard,126,133,7
James Anthony,25,32,7
John Doolittle,126,133,7
Louis Winfred,20,27,7
Charles Russell,127,134,7
Gregory Wade,25,32,7
Terry Joe,25,32,7
Charles William,125,132,7
Daniel Michael,25,32,7
Robert Taylor,126,133,7
Brian Kevin,23,30,7
Eduardo,26,33,7
Justin Howard,120,127,7
Sidney Douglas,24,31,7
Donald Hugh,26,33,7
Humberto,24,31,7
Ross Emil,122,129,7
Nicholas Andrew,23,30,7
Paul Walford,126,133,7
Arnulfo Acevedo,21,28,7
Yunel,25,32,7
Johnny Pulado,25,32,7
Charles Leonard,22,29,7
Louis Richard,123,130,7
Arthur Augustus,125,132,7
Harry,120,127,7
Bradley Ross,25,32,7
Robert Randolph,26,33,7
Samuel Joseph,21,28,7
Jacoby McCabe,24,31,7
Arthur Clyde,125,132,7
Bryce Bettencourt,24,31,7
Michael Eugene,25,32,7
Richard Nevin,24,31,7
Dee Virgil,27,34,7
John Vincent,24,31,7
Steven Francis,26,33,7
Benjamin Rudolph,123,130,7
Samuel Babson,26,33,7
Yovani,21,28,7
Bradley Ryan,22,29,7
Richard Aaron,27,34,7
Frederick Morris,127,134,7
Wesley Brian,23,30,7
Robert Roy,20,27,7
Aubrey Lee,25,32,7
Joey Renard,23,30,7
Henry Carl,24,31,7
John Richard,21,28,7
John Alexander,124,131,7
Elmer Joseph,120,127,7
John David,23,30,7
Gary Edward,23,29,6
Brent Robert,23,29,6
Geoffrey Michael,27,33,6
Ramon Antonio,22,28,6
Brett M.,25,31,6
Terrence Lee,27,33,6
Michael Edwin,27,33,6
Vernon Gordon,20,26,6
Edward L.,26,32,6
Fabian Sebastian,123,129,6
Arnesta Joe,24,30,6
Richard Blackwell,24,30,6
Milton,126,132,6
Jaime Omar,22,28,6
Jesus Jesse,26,32,6
Walter Edward,124,130,6
Richard James,24,30,6
James Riley,28,34,6
Gary Wayne,26,32,6
Louis Benjamin,26,32,6
Hershell Baskin,24,30,6
Howard Earl,120,126,6
Marvis Edwin,25,31,6
Benjamin Cooper,23,29,6
Robert Nathan,25,31,6
James G.,20,26,6
Terrence Edward,25,31,6
William Dexter,22,28,6
Leonard Norris,20,26,6
Russell William,126,132,6
Andrew James,27,33,6
Timothy Scott,23,29,6
Frederick George,122,128,6
James Corbette,128,134,6
Nicholas R.,22,28,6
Uriah L. P.,23,29,6
Seth Michael,24,30,6
Jacob S.,25,31,6
Marco Rene,25,31,6
Alcides,22,28,6
Harold Franklin,124,130,6
John,124,130,6
Edward Paul,122,128,6
Francis John,24,30,6
Michael Dennis,22,28,6
Leslie Fletchard,127,133,6
Luis R.,27,33,6
Joseph Ignatius,122,128,6
Travis Boyd,24,30,6
William,27,33,6
Larry Duane,24,30,6
Tyrone Eugene,25,31,6
Charles William,24,30,6
Alan Robert,26,32,6
Harry Aloysius,26,32,6
Todd Michael,27,33,6
Joel Ryan,26,32,6
John Aloysius,125,131,6
Winfield Scott,24,30,6
Michael Edward,28,34,6
Roric Edward,26,32,6
Chalmer Luman,126,132,6
Matthew Reid,23,29,6
Yamid Salcedo,22,28,6
Gabriel Jordan,25,31,6
Justin Michael,26,32,6
Ronald Garry,24,30,6
George William,22,28,6
William Harry,125,131,6
Donald Antone,21,27,6
George Silas,22,28,6
Edward Louis,24,30,6
Robert Houston,22,28,6
Thomas Patrick,24,30,6
Charles Harvey,24,30,6
Billy Cordell,23,29,6
David Alejandro,21,27,6
Khalil Thabit,24,30,6
Gary Allan,24,30,6
Gene Leroy,24,30,6
Donald Dexter,124,130,6
John,124,130,6
Oscar Ray,127,133,6
Robert James,23,29,6
Conor Michael,21,27,6
Marcus William,23,29,6
Geronimo,26,32,6
Rodney Joe,20,26,6
Lewis Thomas Leyton,21,27,6
Franklyn Miguel,22,28,6
Samuel Braxton,127,133,6
Christopher Ryan,25,31,6
Leonardo,24,30,6
Alberto Ramon,24,30,6
Carlos Eduardo,23,29,6
Giovany Aramis,23,29,6
Julio Cesar,25,31,6
Billy James,22,28,6
Jerry Leroy,26,32,6
Ryan David,25,31,6
James Joseph,124,130,6
Frederick Monroe,126,132,6
Paul Edmore,28,34,6
Walter Oswald,125,131,6
William Alexander,22,28,6
William Alan,25,31,6
Eugene Thomas,25,31,6
Daniel James,22,28,6
Christopher Joseph,24,30,6
Andrew Christian,24,30,6
Brooks Ulysses,29,35,6
Brian Michael,25,31,6
John Charles,19,25,6
Daniel J.,24,30,6
John Alexander,26,32,6
William Henry,21,27,6
Richard Anthony,124,130,6
Lester Wayne,25,31,6
Robert Eugene,122,128,6
Edward Francis,123,129,6
Aaron Steven,22,28,6
Craig Robert,25,31,6
Hung-Chih,24,30,6
Hiroki,33,39,6
Russell Jay,24,30,6
George,25,31,6
Robert John,29,35,6
Michael Paul,25,31,6
John Andrew Charles,21,27,6
Floyd Myron,120,126,6
Brent Bradley,21,27,6
Jonah William,25,31,6
Matthew John,25,31,6
Jeffrey Wayne,24,30,6
Gerald Tennyson,22,28,6
Joseph Darley,22,28,6
Richard Lee,21,27,6
John Nelson,26,32,6
Robert Michael,25,31,6
Masao,31,37,6
Joseph William,121,127,6
Clayton Edward,20,26,6
Richard Henry,126,132,6
Eric Steven,22,28,6
Edward Lee,124,130,6
Joshua Thomas,27,33,6
Newell W.,122,128,6
Paul Nelson,25,31,6
Joseph,27,33,6
Ricardo Emelindo,25,31,6
Matthew Ryan,24,30,6
Kevin Wayne,26,32,6
Kenneth Frederick,121,127,6
Larry Doby,22,28,6
Robert James,25,31,6
Timothy Evald,24,30,6
Roy Merrill,128,134,6
Phillip Lee,21,27,6
Charles Lynn,24,30,6
Keith Wills,24,30,6
Frank O'Donnell,123,129,6
Richard Elde,27,33,6
John Richard Joseph,124,130,6
Raymond Thomas,22,28,6
Nicholas John,25,31,6
Byron Simon,121,127,6
Ricky Neal,25,31,6
Anthony Darrin,20,26,6
Gail Eason,25,31,6
Michael Wayne,24,30,6
Wilbert William,122,128,6
Clarence Bill,125,131,6
Kenneth,24,30,6
David Wayne,28,34,6
Elliot Tyler,24,30,6
Jose,25,31,6
Marcus Christian,24,30,6
Robert Scott,24,30,6
Kevin Martin,24,30,6
Ernest Lee,121,127,6
John Edward,25,31,6
Alva William,122,128,6
Louis Clarence,23,29,6
Ronald Harris,21,27,6
William Lawrence,121,127,6
Charles Hamilton,24,30,6
Conor Sims,23,29,6
Jeffrey David,25,31,6
Adam Davis,29,35,6
Clarence Eugene,122,128,6
John Burnette,127,133,6
Edward Edgar,129,135,6
Ray Arthur,24,30,6
Charles Jacob,122,128,6
Thomas Eugene,27,33,6
Shawn Patrick,23,29,6
Shea Matthew,26,32,6
James Edward,24,30,6
Dennis Dean,27,33,6
Luke Anthony,24,30,6
Andrew Jay,24,30,6
Michel,25,31,6
Runelvys Antonio,24,30,6
Jonathan Alejandro,24,30,6
Yoslan,27,33,6
Olaf,123,129,6
John Michael,21,27,6
Scott Mathew,24,30,6
Charles Robert,22,28,6
Edward Marvin,122,128,6
David Wallace,25,31,6
Thomas Earl,22,28,6
Joshua M.,121,127,6
David Donald,22,28,6
Ernest Guy,126,132,6
Mark Alan,25,31,6
Joseph Neal,22,28,6
Christopher Charles,26,32,6
Richard Fred,21,27,6
David Shelley,28,34,6
Jesse Herbert,127,133,6
Thomas Edward,125,131,6
Trent John,24,30,6
Erubiel,25,31,6
Angel Santos,25,31,6
Malcolm Wayne,121,127,6
Henry Propert,20,26,6
Theodore Harrison,124,130,6
Todd Ruben,23,29,6
Johnny,22,28,6
Nelson,25,31,6
William Elmer,132,138,6
Joffre James,124,130,6
John Melvin,25,31,6
Edward Carlton,21,27,6
Peter Harvey,25,31,6
Edward M.,23,29,6
Sean Casey,23,29,6
Kalvoski,23,29,6
Tolbert Percy,125,131,6
George Anthony,23,29,6
John Sheldon,21,27,6
Timothy Leo,24,30,6
Earle Harry,20,26,6
Patrick E.,23,29,6
Richard Allen,27,33,6
Jose Luis,23,29,6
Tomas Agramonte,22,28,6
John Michael,27,33,6
Hiram Kyle,22,28,6
Mark Christopher,21,27,6
Alfonzo DeFord,126,132,6
Isaac Marion,124,130,6
Jason Thomas,22,28,6
Christopher Lyn,22,28,6
William Chester,25,31,6
Brooks Litchfield,28,34,6
Steven Montague,22,28,6
Brian John,25,31,6
Humberto Figueroa,22,28,6
Robert Jackson,121,127,6
Francis Joseph,124,130,6
Roy Elliot,23,29,6
Edward Ernest,127,133,6
Timothy Lyle,26,32,6
Kevin Michael,19,25,6
Ray Williston,122,128,6
Hubert B.,22,28,6
Steven Michael,24,30,6
David Carter,23,29,6
Leonard Leslie,123,129,6
Richard Roy,25,31,6
Thomas Bernard,23,29,6
